Rank,Channel Info,Influence Score,Followers,Avg. Likes,Posts,60-Day Eng Rate,New Post Avg. Likes,Total Likes,Country Or Region,Influencer Name,Username,Category,Avg Likes,Avg Comments,Engagement Rate (%),Country
750.0,"
jbalvin",87.0,52.9m,858.9k,10k,0.008,410.8k,8.6b,,,,,,,,
751.0,home60782_zone,87.0,109.1k,5.3k,347,0.0486,4.1k,2.0m,United Kingdom,,,,,,,
752.0,glam75150_official,87.0,231k,16.6k,354,0.072,17.5k,4.9m,South Korea,,,,,,,
753.0,"
justintimberlake",87.0,66.5m,602k,785,0.013,842.9k,472.6m,United States,,,,,,,
754.0,"
sergioramos",87.0,53.5m,983.7k,2.3k,0.012,652.7k,2.2b,,,,,,,,
755.0,food3880_life,87.0,290.8k,14.9k,2.2k,0.0511,9.8k,38.3m,Netherlands,,,,,,,
756.0,"
emmawatson",87.0,67.9m,1.6m,379,0.007,467.8k,622.7m,United States,,,,,,,
757.0,urban63343_hub,87.0,7.3m,186.3k,2.7k,0.0256,126.4k,575.4m,Netherlands,,,,,,,
758.0,"
nba",87.0,71.1m,368k,12.8k,0.003,216.2k,4.7b,United States,,,,,,,
759.0,mind32736_daily,87.0,2.0m,88.8k,268,0.0451,74.5k,27.3m,South Korea,,,,,,,
760.0,"
zendaya",87.0,153.3m,5.9m,3.5k,0.049,7.5m,20.8b,United States,,,,,,,
761.0,fit56974_tv,87.0,1.6m,58.8k,1.8k,0.0359,38.9k,116.0m,Germany,,,,,,,
762.0,trend16152_life,87.0,371.2k,24.1k,2.1k,0.0649,28.4k,55.7m,South Korea,,,,,,,
763.0,mind74681_tv,87.0,193.8k,13.8k,1.8k,0.0712,15.9k,21.3m,United Kingdom,,,,,,,
764.0,moda9322_studio,87.0,1.4m,58.7k,330,0.0421,46k,21.7m,Sweden,,,,,,,
765.0,"
theellenshow",87.0,125.5m,412.7k,10k,0.001,59.2k,4.1b,United States,,,,,,,
766.0,"
virat.kohli",87.0,215.9m,3.5m,1.4k,0.013,2.7m,5.0b,,,,,,,,
767.0,life46310_daily,87.0,382.3k,19.3k,2k,0.0506,13.7k,32.1m,France,,,,,,,
768.0,"
gucci",86.0,49.1m,115.1k,9k,0.001,72.4k,1.0b,Italy,,,,,,,
769.0,city47423_daily,86.0,324.9k,35.1k,686,0.1079,35.2k,23.6m,Netherlands,,,,,,,
770.0,"
garethbale",86.0,48.1m,758.3k,989,0.007,328.8k,750.0m,,,,,,,,
771.0,"
vancityreynolds",86.0,45.6m,1.2m,695,0.028,1.3m,861.0m,,,,,,,,
772.0,"
jamesrodriguez10",86.0,50.0m,1.4m,1.1k,0.011,545.6k,1.5b,Colombia,,,,,,,
773.0,"
robertdowneyjr",86.0,53.3m,2.8m,439,0.014,720.1k,1.2b,United States,,,,,,,
774.0,"
chrisbrownofficial",86.0,121.2m,450k,7.4k,0.002,237.9k,3.4b,United States,,,,,,,
775.0,"
tatawerneck",86.0,54.3m,958.9k,5.6k,0.01,515.3k,5.4b,Brazil,,,,,,,
776.0,"
snoopdogg",86.0,76.7m,211.4k,10k,0.004,278k,2.1b,,,,,,,,
777.0,"
leonardodicaprio",86.0,55.1m,396.6k,1.7k,0.005,283.7k,675.9m,,,,,,,,
778.0,"
davidbeckham",86.0,75.4m,1.2m,1.6k,0.007,517.7k,1.9b,United States,,,,,,,
779.0,"
zacefron",86.0,55.2m,2.3m,669,0.031,1.7m,1.5b,United States,,,,,,,
780.0,"
iamzlatanibrahimovic",86.0,55.8m,1.5m,881,0.01,552.9k,1.3b,,,,,,,,
781.0,"
chrishemsworth",86.0,56.0m,2.6m,899,0.023,1.3m,2.3b,Australia,,,,,,,
782.0,"
gag",86.0,58.0m,662k,10k,0.005,268.4k,6.6b,United States,,,,,,,
783.0,"
marcelotwelve",86.0,59.0m,694.7k,2.7k,0.011,665.5k,1.9b,Brazil,,,,,,,
784.0,"
psg",86.0,62.7m,499.4k,10.1k,0.006,347.8k,5.1b,France,,,,,,,
785.0,"
k.mbappe",86.0,72.7m,2.4m,1.2k,0.018,1.3m,2.8b,,,,,,,,
786.0,"
kingjames",86.0,133.7m,2.1m,2.4k,0.008,1.0m,4.9b,,,,,,,,
787.0,"
caradelevingne",86.0,42.9m,790.7k,3.7k,0.008,362.2k,3.0b,United States,,,,,,,
788.0,city42734_tv,86.0,213.1k,25.3k,3.8k,0.1187,15.9k,98.2m,Brazil,,,,,,,
789.0,mind26829_vlog,86.0,231.9k,21.7k,3.2k,0.0934,24.2k,77.5m,Canada,,,,,,,
790.0,vibes17877_official,86.0,1.8m,64.6k,1.8k,0.0358,49.8k,133.4m,Canada,,,,,,,
791.0,moda3611_daily,86.0,239.1k,18.7k,3.4k,0.0783,15.3k,69.0m,Egypt,,,,,,,
792.0,"
ranveersingh",85.0,41.4m,986.9k,1.8k,0.016,641k,1.8b,Switzerland,,,,,,,
793.0,"
gal_gadot",85.0,88.0m,1.4m,1.7k,0.008,735.9k,2.3b,United States,,,,,,,
794.0,"
jenniferaniston",85.0,40.8m,4.3m,104,0.024,949.1k,446.5m,,,,,,,,
795.0,"
jokowi",85.0,48.5m,445.7k,3.7k,0.004,199.8k,1.6b,,,,,,,,
796.0,"
priyankachopra",85.0,82.7m,1.6m,3.6k,0.008,644.6k,5.6b,United States,,,,,,,
797.0,"
dior",85.0,41.8m,86.6k,9.9k,0.001,54.1k,854.9m,,,,,,,,
798.0,beauty41148_mag,85.0,380.7k,11.8k,3.4k,0.0311,8.5k,40.1m,Australia,,,,,,,
799.0,"
michelleobama",85.0,51.1m,685.2k,620,0.004,212.8k,424.8m,,,,,,,,
800.0,"
gigihadid",85.0,75.9m,2.4m,3.3k,0.015,1.1m,7.9b,United States,,,,,,,
801.0,"
akshaykumar",85.0,63.5m,1.5m,1.9k,0.01,631.4k,2.8b,,,,,,,,
802.0,"
buzzfeedtasty",85.0,43.5m,63.5k,9.3k,0.001,23.6k,590.9m,Spain,,,,,,,
803.0,"
blackpinkofficial",85.0,49.9m,2.1m,1.6k,0.027,1.4m,3.3b,,,,,,,,
804.0,"
hrithikroshan",85.0,44.2m,1.6m,617,0.018,780.5k,958.9m,Côte d'Ivoire,,,,,,,
805.0,home87528_tv,85.0,304.3k,13.8k,2.5k,0.0455,13k,29.3m,Japan,,,,,,,
806.0,"
jacquelinef143",85.0,63.6m,1.1m,2.4k,0.007,413.8k,2.8b,India,,,,,,,
807.0,"
luissuarez9",85.0,44.4m,801.8k,992,0.01,414.8k,795.4m,,,,,,,,
808.0,"
nikefootball",85.0,45.4m,411.6k,1.8k,0.003,137.4k,756.6m,United States,,,,,,,
809.0,shop90106_official,85.0,121.5k,6.8k,3.5k,0.0558,7.7k,23.6m,Italy,,,,,,,
810.0,daily17690_lab,85.0,1.7m,90.9k,1.1k,0.0544,72.5k,84.5m,Mexico,,,,,,,
811.0,"
5-Minute Crafts GIRLY",85.0,46.2m,155.4k,10k,0.001,60.4k,1.6b,United States,,,,,,,
812.0,"
narendramodi",85.0,70.2m,3.0m,549,0.037,2.6m,1.6b,India,,,,,,,
813.0,"
paulodybala",85.0,49.0m,1.8m,1.3k,0.021,1.0m,2.3b,,,,,,,,
814.0,"
larissamanoela",85.0,47.3m,575k,5.3k,0.005,252.5k,3.0b,Brazil,,,,,,,
815.0,home21459_hub,85.0,212.7k,8.6k,1.6k,0.0404,6.3k,13.0m,Brazil,,,,,,,
816.0,"
katrinakaif",85.0,67.5m,1.7m,1k,0.024,1.6m,1.8b,India,,,,,,,
817.0,"
dovecameron",85.0,48.6m,1.6m,207,0.021,1.0m,327.2m,United States,,,,,,,
818.0,"
ayutingting92",85.0,52.9m,144.9k,10k,0.001,47.7k,1.5b,Indonesia,,,,,,,
819.0,"
haileybieber",85.0,48.3m,2.0m,2.1k,0.036,1.7m,4.2b,,,,,,,,
820.0,"
manchesterunited",85.0,60.8m,390k,9.8k,0.008,467.5k,3.8b,United Kingdom,,,,,,,
821.0,vibes34101_life,85.0,146.4k,4.4k,1.7k,0.0301,3.1k,7.6m,Japan,,,,,,,
822.0,moda12912_style,85.0,353.3k,26.9k,692,0.0763,19.3k,17.9m,Tunisia,,,,,,,
823.0,moda66454_hub,85.0,197.9k,10.3k,721,0.0523,9.3k,8.2m,Netherlands,,,,,,,
824.0,beauty35942_world,85.0,409.2k,26.3k,829,0.0643,23.9k,19.7m,Japan,,,,,,,
825.0,anushkasen0408,85.0,38.9m,687.3k,5.4k,0.013,483.8k,3.7b,,,,,,,,
826.0,"
gisel_la",85.0,36.8m,149.1k,9.9k,0.001,33.4k,1.5b,,,,,,,,
827.0,"
anushkasharma",85.0,60.4m,1.9m,1.2k,0.027,1.7m,2.3b,,,,,,,,
828.0,shop14357_vlog,85.0,210k,12.9k,225,0.0613,10.9k,2.9m,Norway,,,,,,,
829.0,"
champagnepapi",85.0,121.4m,1.7m,5.2k,0.012,1.4m,9.0b,Netherlands,,,,,,,
830.0,"
andresiniesta8",85.0,40.3m,250.8k,2k,0.004,161.7k,508.8m,Spain,,,,,,,
831.0,"
addisonraee",85.0,39.8m,3.1m,328,0.022,851.5k,1.0b,,,,,,,,
832.0,travel24450_studio,85.0,1.2m,56.7k,918,0.0468,64.7k,59.1m,United States,,,,,,,
833.0,home20986_studio,85.0,464.5k,50.2k,939,0.1081,57k,45.3m,Egypt,,,,,,,
834.0,"
parineetichopra",84.0,38.3m,504.8k,1.3k,0.011,431.8k,671.9m,,,,,,,,
835.0,"
prillylatuconsina96",84.0,49.6m,369.6k,6.5k,0.003,159.3k,2.4b,Indonesia,,,,,,,
836.0,style1853_lab,84.0,123.1k,9.1k,220,0.0736,10.6k,1.8m,Norway,,,,,,,
837.0,"
ivetesangalo",84.0,35.1m,226.4k,7.7k,0.004,121.1k,1.7b,Brazil,,,,,,,
838.0,"
danbilzerian",84.0,33.6m,2.2m,1.4k,0.064,2.1m,3.0b,Canada,,,,,,,
839.0,"
stephencurry30",84.0,46.4m,1.1m,1.1k,0.011,511.4k,1.2b,,,,,,,,
840.0,"
sunnyleone",84.0,54.1m,748.2k,4.7k,0.006,330.8k,3.5b,,,,,,,,
841.0,"
eminem",84.0,36.6m,988.4k,691,0.011,382.5k,683.0m,United States,,,,,,,
842.0,"
vanessahudgens",84.0,47.4m,629.1k,4.2k,0.006,291.4k,2.7b,United States,,,,,,,
843.0,"
jannatzubair29",84.0,44.6m,1.3m,1.7k,0.016,693.7k,2.2b,,,,,,,,
844.0,"
varundvn",84.0,44.4m,1.1m,1.9k,0.013,586.2k,2.0b,India,,,,,,,
845.0,"
nehakakkar",84.0,71.4m,1.5m,2.3k,0.008,585.9k,3.4b,India,,,,,,,
846.0,"
adele",84.0,50.9m,4.7m,423,0.031,1.6m,2.0b,United States,,,,,,,
847.0,"
maluma",84.0,62.9m,1.2m,8.2k,0.01,604.2k,9.7b,Colombia,,,,,,,
848.0,"
natashawilona12",84.0,39.7m,483.6k,1.2k,0.005,175.3k,568.2m,,,,,,,,
849.0,"
paollaoliveirareal",84.0,34.9m,352k,4.7k,0.004,132.9k,1.6b,,,,,,,,
850.0,fit80332_style,84.0,149.7k,17.5k,1.8k,0.117,11.6k,33.1m,Australia,,,,,,,
851.0,vibes26758_vlog,84.0,348.6k,29.4k,2.1k,0.0842,23.8k,50.8m,Japan,,,,,,,
852.0,glam12859_world,84.0,321.7k,23.4k,3.9k,0.0727,23.1k,75.8m,Tunisia,,,,,,,
853.0,"
brunamarquezine",84.0,43.4m,943.5k,3k,0.009,363.1k,2.9b,United States,,,,,,,
854.0,"
prattprattpratt",84.0,39.0m,813.5k,742,0.01,363.8k,603.6m,,,,,,,,
855.0,vibes97819_style,84.0,418.2k,26k,1.3k,0.0623,19.6k,33.2m,Spain,,,,,,,
856.0,"
rashmika_mandanna",84.0,33.8m,2.3m,525,0.044,1.5m,1.2b,,,,,,,,
857.0,"
lunamaya",83.0,35.4m,145.4k,4.1k,0.002,58.6k,594.0m,,,,,,,,
858.0,"
ladygaga",83.0,53.3m,1.4m,3.6k,0.011,586.8k,5.0b,United States,,,,,,,
859.0,"
raffinagita1717",83.0,64.4m,386.2k,9.8k,0.004,262.8k,3.8b,Indonesia,,,,,,,
860.0,"
thv",83.0,51.7m,15.4m,69,0.25,12.9m,1.1b,,,,,,,,
861.0,"
karolg",83.0,56.8m,3.1m,3.3k,0.09,5.1m,10.3b,India,,,,,,,
862.0,"
toni.krs",83.0,35.6m,597.8k,946,0.012,432.5k,565.5m,,,,,,,,
863.0,"
shaymitchell",83.0,34.5m,715.4k,6.3k,0.006,198.7k,4.5b,United States,,,,,,,
864.0,"
adidasoriginals",83.0,34.1m,136.2k,180,0.002,66.8k,24.5m,,,,,,,,
865.0,"
j.m",83.0,44.2m,14.4m,28,0.228,10.0m,402.1m,,,,,,,,
866.0,"
kapilsharma",83.0,43.1m,736.3k,1k,0.015,625.4k,745.9m,,,,,,,,
867.0,eco4441_official,83.0,121.5k,5.4k,216,0.0444,5.6k,1.2m,Italy,,,,,,,
868.0,beauty3563_official,83.0,412.8k,43.8k,2.8k,0.106,29.8k,109.4m,United Kingdom,,,,,,,
869.0,beauty81096_hub,83.0,242.4k,24k,653,0.099,18.7k,17.4m,Mexico,,,,,,,
870.0,style84429_official,83.0,122.5k,8.8k,3.1k,0.0719,9.7k,27.3m,Mexico,,,,,,,
871.0,"
hm",83.0,38.5m,86.4k,7.4k,0.0,17.5k,637.0m,Sweden,,,,,,,
872.0,"
norafatehi",83.0,42.5m,1.4m,1.7k,0.018,727.5k,2.4b,Anguilla,,,,,,,
873.0,"
marvelstudios",83.0,38.4m,594.2k,2.8k,0.016,555.9k,1.7b,,,,,,,,
874.0,home21422_official,83.0,364.7k,24.1k,1.7k,0.0661,27.2k,42.0m,India,,,,,,,
875.0,"
badbunnypr",83.0,43.4m,3.7m,20,0.131,5.5m,75.0m,,,,,,,,
876.0,fit58282_life,83.0,302.8k,10.8k,3k,0.0356,7.9k,33.4m,Italy,,,,,,,
877.0,"
rkive",83.0,38.4m,10.6m,115,0.171,6.5m,1.2b,,,,,,,,
878.0,"
theweeknd",83.0,43.8m,1.1m,735,0.04,1.6m,839.0m,,,,,,,,
879.0,vibes24489_vlog,83.0,8.9m,523.8k,1.4k,0.0588,386.5k,640.6m,United Kingdom,,,,,,,
880.0,"
antogriezmann",83.0,36.7m,1.1m,890,0.005,193.6k,936.6m,France,,,,,,,
881.0,daily64699_world,83.0,335.7k,39.4k,3.9k,0.1173,38.9k,152.6m,United Kingdom,,,,,,,
882.0,"
shawnmendes",83.0,70.5m,3.5m,2.5k,0.025,1.8m,8.8b,Canada,,,,,,,
883.0,food71308_hub,83.0,2.3m,98k,3.7k,0.0429,93.5k,300.6m,Norway,,,,,,,
884.0,"
deepikapadukone",83.0,69.3m,1.5m,285,0.009,616.3k,434.6m,India,,,,,,,
885.0,"
tigerjackieshroff",83.0,36.0m,1.0m,2.1k,0.01,345.3k,2.2b,India,,,,,,,
886.0,"
marvel",82.0,66.6m,330.5k,7.2k,0.004,289.7k,2.4b,Turkey,,,,,,,
887.0,home29661_daily,82.0,615.9k,34.8k,1.6k,0.0565,23.9k,50.3m,Australia,,,,,,,
888.0,"
sooyaaa__",82.0,64.7m,4.7m,876,0.076,4.9m,4.1b,,,,,,,,
889.0,beauty13964_official,82.0,1.7m,62k,794,0.0358,70k,52.7m,Sweden,,,,,,,
890.0,"
willsmith",82.0,63.4m,1.4m,1.4k,0.016,1.0m,1.9b,United States,,,,,,,
891.0,"
roses_are_rosie",82.0,63.5m,4.7m,854,0.073,4.6m,4.0b,,,,,,,,
892.0,"
aliaabhatt",82.0,71.2m,1.8m,1.9k,0.017,1.2m,3.3b,India,,,,,,,
893.0,beauty86610_vlog,82.0,314.2k,35.2k,2.7k,0.1119,31.9k,109.8m,Brazil,,,,,,,
894.0,"
anitta",82.0,63.3m,857.7k,5.1k,0.01,595.7k,4.4b,United States,,,,,,,
895.0,"
shahidkapoor",82.0,36.0m,1.3m,1.2k,0.025,780k,1.5b,,,,,,,,
896.0,daily82926_official,82.0,7.4m,336.4k,2k,0.0455,274.8k,582.1m,Canada,,,,,,,
897.0,"
natgeotravel",82.0,45.8m,189.9k,16.9k,0.001,52.8k,3.2b,United States,,,,,,,
898.0,"
louisvuitton",82.0,48.9m,127.5k,6.6k,0.001,40.5k,837.1m,France,,,,,,,
899.0,"
zayn",82.0,47.3m,4.7m,165,0.085,3.9m,783.5m,United States,,,,,,,
900.0,"
hudabeauty",82.0,51.2m,180.9k,2.4k,0.001,40.9k,442.2m,United States,,,,,,,
901.0,"
thenotoriousmma",82.0,46.2m,1.1m,3.2k,0.006,287.4k,3.5b,United States,,,,,,,
902.0,"
colesprouse",81.0,35.8m,2.2m,1.2k,0.023,834.5k,2.6b,,,,,,,,
903.0,"
princessyahrini",81.0,40.5m,118.6k,4.5k,0.004,181k,535.5m,Indonesia,,,,,,,
904.0,"
marinaruybarbosa",81.0,41.1m,582.5k,2.1k,0.002,69.4k,1.2b,Brazil,,,,,,,
905.0,"
shraddhakapoor",81.0,75.2m,1.6m,1.9k,0.016,1.2m,3.0b,,,,,,,,
906.0,"
nickyjampr",81.0,43.5m,379.1k,10k,0.003,129.1k,3.8b,Colombia,,,,,,,
907.0,mind25631_tv,81.0,2.4m,118.1k,532,0.0496,122.4k,51.2m,Sweden,,,,,,,
908.0,tech5168_vlog,81.0,116.8k,8.2k,3.7k,0.07,8.4k,30.4m,Italy,,,,,,,
909.0,"
nusr_et",81.0,48.2m,696.6k,2.4k,0.005,219.3k,1.6b,United Arab Emirates,,,,,,,
910.0,home50138_zone,81.0,1.9m,101.2k,333,0.0543,104.1k,32.9m,United States,,,,,,,
911.0,daily92948_official,81.0,149.7k,8.6k,2.9k,0.0575,9.1k,20.9m,Italy,,,,,,,
912.0,"
barackobama",81.0,35.4m,1.1m,682,0.012,411.5k,758.4m,United States,,,,,,,
913.0,"
nancyajram",81.0,33.4m,382.5k,3.8k,0.004,128.2k,1.5b,France,,,,,,,
914.0,life85603_lab,81.0,205.8k,16.4k,3.9k,0.0797,17.9k,75.5m,Spain,,,,,,,
915.0,"
lelepons",81.0,49.7m,2.4m,2.5k,0.031,1.5m,6.1b,United States,,,,,,,
916.0,home63477_mag,81.0,272.9k,16k,1.6k,0.0587,9.8k,30.1m,Japan,,,,,,,
917.0,moda83910_daily,81.0,173.4k,20.8k,488,0.1197,17.5k,10.3m,France,,,,,,,
918.0,"
cznburak",80.0,41.4m,837.9k,1.8k,0.011,411.1k,1.5b,,,,,,,,
919.0,life79471_official,80.0,426.3k,32.9k,3.3k,0.0772,34.2k,101.0m,Argentina,,,,,,,
920.0,eco20165_hub,80.0,113.4k,8.5k,1.8k,0.0749,6.9k,12.9m,South Korea,,,,,,,
921.0,"
milliebobbybrown",80.0,58.6m,4.1m,290,0.082,4.8m,1.2b,United States,,,,,,,
922.0,"
paulpogba",80.0,55.5m,1.4m,1.3k,0.01,553.7k,1.8b,France,,,,,,,
923.0,trend92497_vlog,80.0,610k,31.4k,3.7k,0.0515,22.8k,138.3m,Netherlands,,,,,,,
924.0,"
blakelively",80.0,35.9m,3.1m,120,0.04,1.4m,366.1m,United States,,,,,,,
925.0,tech39694_mag,80.0,282.9k,8.6k,381,0.0304,6.5k,3.9m,Germany,,,,,,,
926.0,"
teddysphotos",80.0,40.6m,710.7k,2.3k,0.005,185.5k,1.7b,United States,,,,,,,
927.0,"
wesleysafadao",80.0,37.8m,250.9k,8.9k,0.002,77.8k,2.2b,,,,,,,,
928.0,"
charlidamelio",80.0,49.2m,4.2m,179,0.028,1.4m,753.9m,,,,,,,,
929.0,"
britneyspears",80.0,42.1m,511.2k,3.1k,0.007,285.9k,1.6b,Turkey,,,,,,,
930.0,"
raisa6690",80.0,33.6m,227.8k,4.2k,0.003,103.2k,955.9m,Indonesia,,,,,,,
931.0,"
krisjenner",80.0,50.3m,351.2k,6.4k,0.005,267.4k,2.3b,United States,,,,,,,
932.0,"
wizkhalifa",80.0,39.1m,398.7k,514,0.003,115.7k,204.9m,United States,,,,,,,
933.0,"
daddyyankee",80.0,46.1m,650k,35,0.008,346.9k,22.8m,Puerto Rico,,,,,,,
934.0,"
bmw",79.0,33.8m,229k,9.4k,0.002,83.2k,2.2b,Germany,,,,,,,
935.0,"
bellahadid",79.0,55.1m,1.2m,3.2k,0.02,1.1m,3.7b,United Kingdom,,,,,,,
936.0,trend50214_hub,79.0,1.3m,36.7k,1.2k,0.0275,24.7k,44.3m,Canada,,,,,,,
937.0,moda76328_studio,79.0,420.8k,32.7k,3.2k,0.0776,36.3k,107.7m,Mexico,,,,,,,
938.0,433,79.0,51.9m,872.5k,10.4k,0.016,826.2k,9.0b,Netherlands,,,,,,,
939.0,"
chrissyteigen",79.0,39.4m,623.1k,5.1k,0.004,162.1k,3.2b,United States,,,,,,,
940.0,"
whinderssonnunes",79.0,58.8m,1.6m,2.8k,0.009,505.9k,4.4b,Brazil,,,,,,,
941.0,moda84145_vlog,79.0,1.6m,89.4k,3k,0.0571,66.5k,228.5m,South Korea,,,,,,,
942.0,eco2609_mag,79.0,322.7k,21.8k,2.7k,0.0676,20.8k,50.3m,Mexico,,,,,,,
943.0,beauty60130_mag,79.0,354.9k,29.4k,3.5k,0.0828,30.2k,87.4m,United States,,,,,,,
944.0,"
luansantana",79.0,33.5m,193.3k,865,0.003,82.6k,167.2m,Brazil,,,,,,,
945.0,mind69956_mag,78.0,303k,22.6k,3.3k,0.0746,20.3k,88.8m,Netherlands,,,,,,,
946.0,"
travisscott",78.0,46.5m,3.0m,3.2k,0.057,2.6m,9.6b,United States,,,,,,,
947.0,food36642_tv,78.0,139.6k,7.8k,518,0.0559,5.3k,4.5m,Italy,,,,,,,
948.0,"
bts.bighitofficial",78.0,68.1m,4.1m,1.2k,0.041,2.8m,5.0b,Uruguay,,,,,,,
949.0,"
worldstar",78.0,39.2m,157.4k,11.6k,0.002,84.4k,1.8b,United States,,,,,,,
950.0,"
kimberly.loaiza",78.0,36.0m,2.6m,549,0.043,1.5m,1.4b,Mexico,,,,,,,
951.0,"
ronaldinho",78.0,68.1m,868.9k,3k,0.007,480.1k,2.6b,Brazil,,,,,,,
952.0,"
mercedesbenz",77.0,36.2m,197.9k,10k,0.002,64.6k,2.0b,British Virgin Islands,,,,,,,
953.0,life44132_studio,77.0,167.3k,11.5k,2.6k,0.0689,10.4k,25.0m,Japan,,,,,,,
954.0,"
tomholland2013",77.0,68.1m,5.4m,1.2k,0.117,7.9m,6.6b,,,,,,,,
955.0,"
disney",77.0,34.7m,185.2k,7.5k,0.004,132k,1.4b,United States,,,,,,,
956.0,"
camila_cabello",77.0,65.4m,1.8m,2.9k,0.014,926.8k,5.4b,United States,,,,,,,
957.0,"
beingsalmankhan",76.0,54.5m,1.4m,1.2k,0.02,1.1m,1.7b,India,,,,,,,
958.0,"
laudyacynthiabella",76.0,37.3m,154.6k,397,0.001,46.4k,61.4m,Indonesia,,,,,,,
959.0,official78204_daily,76.0,429.4k,18.2k,444,0.0425,12.5k,8.9m,Mexico,,,,,,,
960.0,"
kritisanon",76.0,51.0m,891.5k,2.7k,0.011,539.1k,2.4b,India,,,,,,,
961.0,city48553_lab,76.0,317k,20.9k,3.3k,0.0658,24.2k,65.2m,Argentina,,,,,,,
962.0,"
jennierubyjane",76.0,70.5m,5.2m,887,0.078,5.4m,4.6b,,,,,,,,
963.0,eco77492_zone,76.0,478.5k,24.1k,816,0.0505,19k,17.1m,United Kingdom,,,,,,,
964.0,"
gusttavolima",76.0,44.1m,475.1k,4.9k,0.007,303.9k,2.3b,Brazil,,,,,,,
965.0,"
sachintendulkar",76.0,36.1m,800.4k,1k,0.02,664.5k,829.2m,,,,,,,,
966.0,"
liverpoolfc",75.0,40.6m,339.7k,9.9k,0.005,204.4k,3.4b,United Kingdom,,,,,,,
967.0,"
ruben_onsu",75.0,40.7m,135.8k,10k,0.001,35.9k,1.4b,Indonesia,,,,,,,
968.0,"
sonamkapoor",75.0,33.7m,265.3k,4.8k,0.008,256.2k,1.3b,India,,,,,,,
969.0,glam6775_life,75.0,853.6k,47k,195,0.0551,33.2k,7.7m,Egypt,,,,,,,
970.0,"
iamcardib",75.0,141.3m,3.1m,1.6k,0.015,2.0m,5.0b,United States,,,,,,,
971.0,"
dishapatani",74.0,53.7m,1.6m,2.2k,0.015,783.6k,3.4b,United States,,,,,,,
972.0,official11319_studio,74.0,114.8k,5.8k,3.8k,0.0503,3.9k,18.6m,Brazil,,,,,,,
973.0,"
dualipa",74.0,87.3m,2.1m,1.3k,0.017,1.5m,2.7b,United Kingdom,,,,,,,
974.0,"
georginagio",74.0,39.2m,2.2m,751,0.086,3.3m,1.7b,,,,,,,,
975.0,zuck,74.0,130k,5.7k,3.7k,0.0439,3.6k,21.1m,United States,,,,,,,
976.0,glam62194_life,74.0,223.8k,9.5k,371,0.0423,11.3k,3.2m,Norway,,,,,,,
977.0,"
mariliamendoncacantora",73.0,41.8m,1.0m,1.5k,0.02,817.9k,1.5b,Brazil,,,,,,,
978.0,vibes61774_tv,73.0,1.1m,36.3k,952,0.0342,33.2k,36.6m,Norway,,,,,,,
979.0,eco85195_lab,73.0,1.6m,92.5k,2k,0.0576,100.1k,147.1m,Argentina,,,,,,,
980.0,"
billieeilish",73.0,106.4m,8.4m,710,0.047,4.9m,6.0b,,,,,,,,
981.0,beauty5782_studio,72.0,219.1k,11.1k,1.2k,0.0507,13.2k,14.0m,South Korea,,,,,,,
982.0,"
simonemendes",72.0,35.7m,419.7k,4.4k,0.006,216.6k,1.9b,Brazil,,,,,,,
983.0,mind90497_world,71.0,192.7k,7.1k,2.2k,0.0368,6.3k,12.7m,Sweden,,,,,,,
984.0,"
iambeckyg",71.0,33.8m,623.5k,2.3k,0.012,413.3k,1.4b,United States,,,,,,,
985.0,moda39970_zone,70.0,6.8m,162k,3.8k,0.0237,114.7k,600.6m,Canada,,,,,,,
986.0,trend81509_world,70.0,155.4k,17.8k,2.3k,0.1146,14.8k,44.5m,Japan,,,,,,,
987.0,"
lalalalisa_m",70.0,82.6m,6.0m,893,0.088,7.2m,5.3b,,,,,,,,
988.0,vibes31010_style,69.0,232.5k,26.4k,127,0.1137,28.4k,3.1m,Italy,,,,,,,
989.0,tech47574_official,68.0,223.4k,15.3k,3.6k,0.0687,17.9k,63.5m,India,,,,,,,
990.0,home48725_daily,68.0,300.5k,35.6k,2.2k,0.1185,31.1k,68.0m,Egypt,,,,,,,
991.0,"
dannapaola",68.0,34.8m,1.5m,2k,0.035,1.2m,2.9b,Mexico,,,,,,,
992.0,style25701_life,66.0,6.9m,185.5k,1.3k,0.0268,155.9k,232.0m,Mexico,,,,,,,
993.0,"
khabib_nurmagomedov",63.0,33.6m,680.6k,4.6k,0.009,305.7k,3.1b,Russia,,,,,,,
994.0,"
mahi7781",58.0,39.5m,4.1m,107,0.002,0,444.0m,,,,,,,,
995.0,"
harrystyles",57.0,47.6m,4.7m,618,0.064,2.9m,2.9b,United States,,,,,,,
996.0,"
nattinatasha",47.0,36.1m,513.2k,59,0.006,201.6k,30.3m,Czech Republic,,,,,,,
997.0,"
maisa",42.0,45.1m,550.6k,1.5k,0.005,217.2k,829.8m,Brazil,,,,,,,
998.0,"
karimbenzema",42.0,58.3m,863.1k,2k,0.017,989.2k,1.8b,Spain,,,,,,,
999.0,"
zidane",41.0,34.0m,1.0m,377,0.017,578.4k,387.7m,France,,,,,,,
1000.0,"
mosalah",22.0,52.9m,1.8m,849,0.013,686.1k,1.5b,,,,,,,,
,,,6m,,,,,,,Influencer_1001,user_1001,Music,6m,4m,8.99,France
,,,9m,,,,,,,Influencer_1002,user_1002,Music,7m,9m,10.65,Japan
